,ID,Duration,Explicit,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Preview
90,0shK5iZQppbHPQYiy60xs9,324373,True,65,0.792,0.701,6,-7.198,0,0.283,0.104,0.0,0.761,0.251,103.888,4,https://p.scdn.co/mp3-preview/4840e1d9108135ad3efbf7ff04f459dac942f9ff?cid=28588cda247f4f599396da1ad5712d00
91,0uvyejwM0dnuAdMSdvbQ7v,325497,True,2,0.525,0.724,6,-11.282,0,0.173,0.0106,1.15e-05,0.0563,0.91,186.531,4,
92,5YTM7OgQDt9EJAYcfHLniJ,226440,False,63,0.812,0.6,7,-9.414,1,0.254,0.00308,8.38e-06,0.173,0.555,97.338,4,https://p.scdn.co/mp3-preview/091602d4440f4d4f3485a7124827096ab064db31?cid=28588cda247f4f599396da1ad5712d00
93,68pWLkspLFIfIPPtzyTkQy,248866,True,10,0.849,0.521,11,-12.999,0,0.216,0.306,1.65e-06,0.115,0.763,95.262,4,
94,65iyI1iybyv5ecsfBHSdUf,293053,True,66,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05,4,
95,5qqBsCBwzv0g0xb1kB1TGJ,168773,True,54,0.837,0.781,11,-3.798,1,0.171,0.00548,0.00394,0.134,0.763,100.512,4,https://p.scdn.co/mp3-preview/5a01e1d89a0b05f40a360d2366bef5b902784ee9?cid=28588cda247f4f599396da1ad5712d00
96,6hxn98poTu1O4YZfafvC18,242946,True,64,0.838,0.72,10,-6.593,0,0.384,0.0312,1.11e-05,0.422,0.845,93.76,4,https://p.scdn.co/mp3-preview/f092071d59b225960f8595cc04a78aa9e1f8f00e?cid=28588cda247f4f599396da1ad5712d00
97,2oLwDI8tZUOh6SmTMRRfKs,265200,True,60,0.774,0.586,10,-10.434,0,0.301,0.0234,0.000726,0.0562,0.642,85.075,4,https://p.scdn.co/mp3-preview/0d6f37141c430c141aed4137d24ef9827a7b1116?cid=28588cda247f4f599396da1ad5712d00
98,7EZOcCGTHCXTLFtax2VUsU,239413,True,56,0.844,0.857,10,-3.74,0,0.254,0.201,5.88e-06,0.538,0.72,90.282,4,https://p.scdn.co/mp3-preview/4a98c0f207045a5a591f1eb7b4e2dac2f4e85143?cid=28588cda247f4f599396da1ad5712d00
99,6yZAdQyPJtXjATvAT8ERQg,241133,True,56,0.765,0.601,11,-9.326,0,0.203,0.0225,0.0,0.385,0.368,85.928,4,https://p.scdn.co/mp3-preview/2f3a588b1d02a4742bbd34b95dcf3b9f4eb071a2?cid=28588cda247f4f599396da1ad5712d00
